manufacturer_name,product_name,price,price_date
"Kuvalis, Yundt and Swift","Product 93",53.77,2026-04-20
"Kuvalis, Yundt and Swift","Product 93",55.06,2026-04-20
"Yost Inc","Product 94",29.37,2025-04-08
"Kemmer, Gerlach and Becker","Product 95",39.39,2025-09-02
"Kemmer, Gerlach and Becker","Product 95",57.97,2025-12-01
"Kemmer, Gerlach and Becker","Product 95",38.84,2026-04-20
Windler-Gleichner,"Product 96",14.07,2025-07-25
"Kemmer, Gerlach and Becker","Product 97",37.4,2025-12-20
"Kemmer, Gerlach and Becker","Product 97",98.54,2026-04-23
"Kemmer, Gerlach and Becker","Product 97",54.16,2026-04-20
"Kemmer, Gerlach and Becker","Product 97",37.38,2026-04-20
"Stiedemann, Feeney and Quigley","Product 98",27.8,2025-10-05
"Stiedemann, Feeney and Quigley","Product 98",17.34,2026-04-23
"Stiedemann, Feeney and Quigley","Product 98",62.09,2026-04-20
"Dietrich, Kirlin and Nikolaus","Product 99",77.83,2026-04-20
Maggio-Gaylord,"Product 100",70.41,2025-02-03
Maggio-Gaylord,"Product 100",88.12,2025-11-06
Maggio-Gaylord,"Product 100",77.75,2026-04-23
"Larkin, Kuvalis and Blanda","Product 101",23.93,2026-04-23
"Rice, Paucek and Kohler","Product 102",25.26,2025-08-09
"Rice, Paucek and Kohler","Product 102",70.82,2026-04-20
"Larkin, Kuvalis and Blanda","Product 103",92.11,2025-02-02
"Larkin, Kuvalis and Blanda","Product 103",86.47,2025-11-21
Krajcik-Kerluke,"Product 104",15.58,2025-02-23
Krajcik-Kerluke,"Product 104",21.3,2025-05-01
Krajcik-Kerluke,"Product 104",5.65,2026-04-23
Krajcik-Kerluke,"Product 104",6.99,2026-04-20
"Bernhard, Glover and Mayert","Product 105",9.41,2025-03-17
"Bernhard, Glover and Mayert","Product 105",56.18,2026-04-23
"Kuvalis, Yundt and Swift","Product 106",33.81,2025-07-15
"Kuvalis, Yundt and Swift","Product 106",82.36,2026-04-23
Mante-Boyer,"Product 107",13.13,2026-04-20
Reichert-Kautzer,"Product 108",22.38,2026-04-20
Reichert-Kautzer,"Product 108",54.41,2026-04-20
Olson-Walsh,"Product 109",61.05,2026-04-23
Olson-Walsh,"Product 109",64.44,2026-04-20
Mante-Boyer,"Product 110",71.21,2025-12-09
Mante-Boyer,"Product 110",27.08,2026-04-20
"Goodwin Ltd","Product 111",40.89,2025-01-14
"Ondricka and Sons","Product 112",51.43,2026-04-23
"Kemmer, Gerlach and Becker","Product 113",41.01,2025-12-20
"Kemmer, Gerlach and Becker","Product 113",68.83,2025-09-28
"Crooks and Sons","Product 114",44.76,2025-10-13
"Crooks and Sons","Product 114",34.62,2026-04-20
"Crooks and Sons","Product 114",45.94,2026-04-20
"Sanford, Beahan and Howell","Product 115",62.72,2025-08-23
"Sanford, Beahan and Howell","Product 115",41.94,2026-04-20
"Sanford, Beahan and Howell","Product 115",25.17,2026-04-20
"Hackett, Willms and Zieme","Product 116",73.5,2026-04-20
"Goodwin Ltd","Product 117",37.86,2025-12-22
"Goodwin Ltd","Product 117",9.64,2026-04-23
Windler-Gleichner,"Product 118",71.64,2025-02-11
Windler-Gleichner,"Product 118",92.43,2025-05-06
Windler-Gleichner,"Product 118",26.73,2026-04-23
"Nitzsche, Stark and Reilly","Product 119",33.15,2025-02-19
"Nitzsche, Stark and Reilly","Product 119",9.19,2025-03-07
"Nitzsche, Stark and Reilly","Product 119",20.11,2026-04-23
"Nitzsche, Stark and Reilly","Product 119",71.77,2026-04-20
Simonis-Turner,"Product 120",71.62,2025-08-14
Simonis-Turner,"Product 120",2.27,2025-05-26
Simonis-Turner,"Product 120",9.53,2026-04-23
Simonis-Turner,"Product 120",89.11,2026-04-20
Kozey-Donnelly,"Product 121",65.37,2025-04-17
Kozey-Donnelly,"Product 121",28.82,2025-09-15
Kozey-Donnelly,"Product 121",38.36,2026-04-20
Kozey-Donnelly,"Product 121",46.6,2026-04-20
"Davis, Bogan and Dicki","Product 122",52.59,2025-02-02
"Davis, Bogan and Dicki","Product 122",77.64,2025-08-16
"Davis, Bogan and Dicki","Product 122",3.98,2026-04-20
"Yost Inc","Product 123",10.44,2025-02-01
"Yost Inc","Product 123",44.45,2025-02-23
Torphy-Lowe,"Product 124",35.84,2025-09-09
Torphy-Lowe,"Product 124",19.42,2025-11-16
Torphy-Lowe,"Product 124",49.83,2026-04-23
"Kuvalis, Yundt and Swift","Product 125",90.64,2025-08-17
"Kuvalis, Yundt and Swift","Product 125",95.83,2025-05-01
"Kuvalis, Yundt and Swift","Product 125",2.62,2026-04-23
"Kuvalis, Yundt and Swift","Product 125",29.86,2026-04-20
Kshlerin-Von,"Product 126",51.14,2026-04-23
Kshlerin-Von,"Product 126",13.37,2026-04-20
"Williamson Ltd","Product 127",80.29,2025-03-16
"Williamson Ltd","Product 127",41.85,2026-04-20
"Thiel, Kirlin and Quigley","Product 128",69.35,2026-04-20
"Thiel, Kirlin and Quigley","Product 128",96.37,2026-04-20
"Roob, Hudson and Lehner","Product 129",51.26,2026-04-20
"Roob, Hudson and Lehner","Product 129",56.39,2026-04-20
Hauck-Harber,"Product 130",3.37,2025-12-12
Hauck-Harber,"Product 130",49.23,2026-04-20
"Kemmer, Gerlach and Becker","Product 132",91.08,2025-12-17
"Kemmer, Gerlach and Becker","Product 132",80.88,2026-04-20
Torphy-Lowe,"Product 133",96.53,2025-01-09
Torphy-Lowe,"Product 133",53.78,2026-04-23
Torphy-Lowe,"Product 133",61.32,2026-04-20
Torphy-Lowe,"Product 133",21.1,2026-04-20
"Ondricka LLC","Product 134",50.33,2026-04-23
"Ondricka LLC","Product 134",50.46,2026-04-20
"Thompson Inc","Product 135",66.7,2025-03-10
"Thompson Inc","Product 135",70.1,2026-04-23
"Thompson Inc","Product 135",61.65,2026-04-20
Krajcik-Kerluke,"Product 136",23.53,2025-01-14
Krajcik-Kerluke,"Product 136",9.11,2025-11-06
Krajcik-Kerluke,"Product 136",36.37,2026-04-23
Krajcik-Kerluke,"Product 136",21.65,2026-04-20
"Davis, Bogan and Dicki","Product 137",44.16,2025-08-28
"Davis, Bogan and Dicki","Product 137",25.04,2025-10-08
"Davis, Bogan and Dicki","Product 137",49.53,2026-04-20
"Rice, Paucek and Kohler","Product 138",10.27,2026-04-20
Torphy-Lowe,"Product 139",82.77,2025-06-08
"Hackett, Willms and Zieme","Product 140",79.73,2025-08-20
"Hackett, Willms and Zieme","Product 140",52.04,2025-10-22
"Hackett, Willms and Zieme","Product 140",71.79,2026-04-20
"Hackett, Willms and Zieme","Product 140",26.95,2026-04-20
"Kemmer, Gerlach and Becker","Product 141",71.24,2025-09-14
"Kemmer, Gerlach and Becker","Product 141",70.05,2025-04-13
"Kemmer, Gerlach and Becker","Product 141",7.57,2026-04-20
"Ondricka, Rice and Homenick","Product 142",8.73,2026-04-20
"Rice, Paucek and Kohler","Product 143",21.6,2025-09-04
"Rice, Paucek and Kohler","Product 143",33.84,2025-09-07
"Rice, Paucek and Kohler","Product 143",61.52,2026-04-20
Mante-Boyer,"Product 144",44.35,2026-04-23
Mante-Boyer,"Product 144",39.95,2026-04-20
Koss-Altenwerth,"Product 145",23.1,2026-04-23
Koss-Altenwerth,"Product 145",67.74,2026-04-20
Koss-Altenwerth,"Product 145",43.59,2026-04-20
"Durgan, Stiedemann and Konopelski","Product 146",88.14,2025-07-19
"Durgan, Stiedemann and Konopelski","Product 146",30.97,2026-04-23
Kozey-Donnelly,"Product 147",41.2,2025-07-10
Kozey-Donnelly,"Product 147",3.68,2025-07-27
Kozey-Donnelly,"Product 147",94.04,2026-04-20
Kozey-Donnelly,"Product 148",56.97,2026-04-23
Kozey-Donnelly,"Product 148",19.19,2026-04-20
Kozey-Donnelly,"Product 148",61.67,2026-04-20
Windler-Gleichner,"Product 149",18.94,2025-07-04
Windler-Gleichner,"Product 149",75.75,2026-04-23
Simonis-Turner,"Product 150",53.6,2026-04-20
Simonis-Turner,"Product 150",51.87,2026-04-20
"Kuvalis, Yundt and Swift","Product 151",43.36,2025-02-16
"Kuvalis, Yundt and Swift","Product 151",6.13,2025-02-02
"Kuvalis, Yundt and Swift","Product 151",77.95,2026-04-20
"Nitzsche, Stark and Reilly","Product 152",88.13,2025-07-04
"Schamberger and Sons","Product 153",18.92,2026-04-23
"Schamberger and Sons","Product 153",72.49,2026-04-20
"Schamberger and Sons","Product 153",11.81,2026-04-20
Hauck-Harber,"Product 154",2.75,2026-04-23
Hauck-Harber,"Product 154",91.25,2026-04-20
Hauck-Harber,"Product 154",29.36,2026-04-20
"Kemmer, Gerlach and Becker","Product 155",85.84,2025-11-15
"Kemmer, Gerlach and Becker","Product 155",57.26,2025-07-02
"Kemmer, Gerlach and Becker","Product 155",49.52,2026-04-23
Flatley-Labadie,"Product 156",58.83,2026-04-20
Mante-Boyer,"Product 157",42.44,2025-09-18
Mante-Boyer,"Product 157",90.08,2026-04-23
Mante-Boyer,"Product 157",30.5,2026-04-20
Koss-Altenwerth,"Product 158",7.86,2025-12-11
Koss-Altenwerth,"Product 158",62.62,2026-04-23
Koss-Altenwerth,"Product 158",37.79,2026-04-20
Koss-Altenwerth,"Product 158",92.55,2026-04-20
"Harris Ltd","Product 159",6.05,2025-09-10
"Harris Ltd","Product 159",50.61,2026-04-23
"Harris Ltd","Product 159",23.4,2026-04-20
Nicolas-Ryan,"Product 160",49.95,2026-04-23
Nicolas-Ryan,"Product 160",33.03,2026-04-20
Nicolas-Ryan,"Product 160",42.28,2026-04-20
"Roob, Hudson and Lehner","Product 161",92.91,2025-05-16
"Roob, Hudson and Lehner","Product 161",33.82,2026-04-20
"Crooks and Sons","Product 162",55.67,2025-01-22
"Crooks and Sons","Product 162",47.44,2025-03-10
"Crooks and Sons","Product 162",47.84,2026-04-23
"Crooks and Sons","Product 162",75.56,2026-04-20
"Crooks and Sons","Product 162",64.93,2026-04-20
"Jakubowski, Nolan and Ortiz","Product 163",21.52,2025-08-19
"Jakubowski, Nolan and Ortiz","Product 163",25.44,2026-04-23
"Jakubowski, Nolan and Ortiz","Product 163",32.88,2026-04-20
"Jakubowski, Nolan and Ortiz","Product 163",83.33,2026-04-20
"Ondricka LLC","Product 164",65.06,2025-01-05
"Ondricka LLC","Product 164",71.23,2025-02-05
"Ondricka LLC","Product 164",84.63,2026-04-23
"Ondricka LLC","Product 164",52.43,2026-04-20
Mante-Boyer,"Product 165",47.34,2025-03-03
Mante-Boyer,"Product 165",34.06,2026-04-20
"Kemmer, Gerlach and Becker","Product 166",54.21,2025-11-28
"Kemmer, Gerlach and Becker","Product 166",45.19,2026-04-20
"Feest PLC","Product 167",54.61,2025-04-24
"Feest PLC","Product 167",55.84,2026-04-20
"Thiel, Kirlin and Quigley","Product 168",71.04,2026-04-23
"Thiel, Kirlin and Quigley","Product 168",80.14,2026-04-20
"Sanford, Beahan and Howell","Product 169",48.09,2025-04-04
"Sanford, Beahan and Howell","Product 169",27.96,2026-04-23
"Sanford, Beahan and Howell","Product 169",14.77,2026-04-20
"Sanford, Beahan and Howell","Product 169",94.59,2026-04-20
"Yost Inc","Product 170",52.31,2026-04-23
Mante-Boyer,"Product 171",52.19,2025-10-03
Mante-Boyer,"Product 171",36.61,2026-04-23
Mante-Boyer,"Product 171",84.27,2026-04-20
Mante-Boyer,"Product 171",65.89,2026-04-20
"Roob, Hudson and Lehner","Product 172",83.27,2025-10-17
"Roob, Hudson and Lehner","Product 172",63.76,2026-04-23
"Roob, Hudson and Lehner","Product 172",11.93,2026-04-20
"Harris Ltd","Product 173",36.29,2025-11-10
"Harris Ltd","Product 173",68.14,2025-04-28
"Harris Ltd","Product 173",36.52,2026-04-23
Wehner-Rempel,"Product 174",68.3,2025-01-06
Wehner-Rempel,"Product 174",40.73,2025-05-24
Wehner-Rempel,"Product 174",28.65,2026-04-23
"Durgan, Stiedemann and Konopelski","Product 175",45.15,2025-01-07
"Durgan, Stiedemann and Konopelski","Product 175",94.03,2025-10-13
"Durgan, Stiedemann and Konopelski","Product 175",57.62,2026-04-23
"Durgan, Stiedemann and Konopelski","Product 175",4.27,2026-04-20
"Durgan, Stiedemann and Konopelski","Product 175",34.34,2026-04-20
Krajcik-Kerluke,"Product 176",68.23,2025-10-10
Krajcik-Kerluke,"Product 176",59.01,2025-05-06
Krajcik-Kerluke,"Product 176",4.33,2026-04-23
"Hackett, Crooks and Bernier","Product 177",44.26,2025-08-01
"Hackett, Crooks and Bernier","Product 177",25.97,2026-04-20
"Hackett, Crooks and Bernier","Product 177",38.94,2026-04-20
Mante-Boyer,"Product 178",16.03,2025-05-03
Mante-Boyer,"Product 178",82.58,2026-04-23
Mante-Boyer,"Product 178",73.38,2026-04-20
Maggio-Gaylord,"Product 179",4.08,2025-06-27
Maggio-Gaylord,"Product 179",1.09,2026-04-20
Olson-Walsh,"Product 181",78.75,2025-09-07
Olson-Walsh,"Product 181",57.04,2025-02-27
Olson-Walsh,"Product 181",71.58,2026-04-20
"Hackett, Crooks and Bernier","Product 182",65.94,2025-01-03
"Hackett, Crooks and Bernier","Product 182",91.06,2026-04-23
"Hackett, Crooks and Bernier","Product 182",73.41,2026-04-20
"Roob, Hudson and Lehner","Product 183",21.47,2025-08-11
Krajcik-Kerluke,"Product 184",5.23,2025-07-23
Krajcik-Kerluke,"Product 184",19.17,2026-04-23
Hauck-Harber,"Product 185",37.89,2026-04-23
Hauck-Harber,"Product 185",70.63,2026-04-20
Hauck-Harber,"Product 185",92.65,2026-04-20
"Rice, Paucek and Kohler","Product 186",68.09,2025-11-06
"Rice, Paucek and Kohler","Product 186",61.57,2026-04-23
"Rice, Paucek and Kohler","Product 186",1.35,2026-04-20
"Ondricka and Sons","Product 187",58.25,2026-04-23
Olson-Walsh,"Product 188",55.67,2026-04-23
Olson-Walsh,"Product 188",88.71,2026-04-20
Olson-Walsh,"Product 188",17.31,2026-04-20
"Larkin, Kuvalis and Blanda","Product 189",47.74,2025-06-12
"Larkin, Kuvalis and Blanda","Product 189",32.11,2026-04-23
"Dietrich, Kirlin and Nikolaus","Product 190",3.69,2025-02-15
"Dietrich, Kirlin and Nikolaus","Product 190",3.49,2025-10-13
"Dietrich, Kirlin and Nikolaus","Product 190",68.97,2026-04-20
"Crooks and Sons","Product 191",95.24,2026-04-23
"Crooks and Sons","Product 191",28.68,2026-04-20
